Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
A;Lovbekendtgørelse;Bekendtgørelse af lov om jagt og vildtforvaltning;Jagt- og vildtforvaltningsloven;Miljøministeriet;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2019-3752;265;2019;CK002016;A20190026529;Lovtidende A;;Fremgår af forskriften;20190321;20190326;20190326;20190326;;FALSE;;;;;;LOV nr 126 af 30/01/2021;;;https://www.retsinformation.dk/eli/lta/2019/265
B;Bekendtgørelse;Bekendtgørelse om jagt og regulering ved brug af rovfugle;Rovfuglejagtbekendtgørelsen;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin., j.nr. 2018-4647;1072;2018;CK001786;B20180107205;Lovtidende A;;Fremgår af forskriften;20180827;20180829;20200714;20180829;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2018/1072
B;Bekendtgørelse;Bekendtgørelse om våben og ammunition der må anvendes til jagt m.v.;;Miljøministeriet;Miljøstyrelsen;Miljømin.,\n Miljøstyrelsen,  j.nr. MST-2021-7027;971;2022;DD000197;B20220097105;Lovtidende A;;Fremgår af forskriften;20220621;20220625;20220625;20220625;;FALSE;;;;;A20190026529,A20220024429;;;;https://www.retsinformation.dk/eli/lta/2022/971
C;Cirkulære (2 sp);Vedtægter for Jagt- og Skovbrugsmuseet i Hørsholm;;Miljøministeriet;;Ingen;13015;1946;CM039500;C19461301509;Retsinformation;;Fremgår af forskriften;19460910;19970925;20091217;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1946/13015
A;Ændringslov;Lov om ændring af lov om kystbeskyttelse, lov om miljøvurdering af planer og programmer og af konkrete projekter (VVM), lov om naturbeskyttelse, lov om jagt og vildtforvaltning og forskellige andre love (Ny kompetencefordeling og forenkling af sagsbehandling i forbindelse med kystbeskyttelse m.v.);;Miljøministeriet;;Miljø- og Fødevaremin., j.nr. 2017-8130;720;2018;CK001687;A20180072030;Lovtidende A;;Fremgår af forskriften;20180608;20180609;20180609;20180609;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2018/720
B;Bekendtgørelse;Bekendtgørelse om jagttegn;Jagttegnsbekendtgørelsen;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2021-1731;491;2021;DD000049;B20210049105;Lovtidende A;;Fremgår af forskriften;20210318;20210324;20210324;20210324;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2021/491
B;Bekendtgørelse;Bekendtgørelse om offentlighedens adgang og rekreative brug af Naturområdet Skjern Enge;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;932;2016;CK000782;B20160093205;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20150153229;;;;https://www.retsinformation.dk/eli/lta/2016/932
B;Bekendtgørelse;Bekendtgørelse om regulering af ringdue, grågås, bramgås og canadagås i Dragør og Tårnby Kommuner;Lufthavnsbekendtgørelsen;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2021-932;2242;2021;DD000132;B20210224205;Lovtidende A;;Fremgår af forskriften;20211126;20211203;20211203;20211203;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2021/2242
B;Bekendtgørelse;Bekendtgørelse om udsætning af vildt, jagtmåder og jagtredskaber;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nMiljøstyrelsen, j.nr. SVANA-600-00022;1652;2017;CK001569;B20170165205;Lovtidende A;;Fremgår af forskriften;20171219;20171223;20171223;20171223;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2017/1652
B;Bekendtgørelse;Bekendtgørelse om Nærå-Agernæs Vildtreservat;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\n Miljøstyrelsen, j.nr. MST-565-00007;228;2019;CK001818;B20190022805;Lovtidende A;;Fremgår af forskriften;20190312;20190314;20190314;20190314;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2019/228
B;Bekendtgørelse;Bekendtgørelse om fredning og vildtreservat på Harboøre Tange m.v.;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;856;2016;CK000786;B20160085605;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/856
B;Bekendtgørelse;Bekendtgørelse om jagttid for visse pattedyr og fugle m.v.;Jagttidsbekendtgørelsen;Miljøministeriet;Miljøministeriet;Miljømin.,\n j.nr. 2022-2013;821;2022;DD000193;B20220082105;Lovtidende A;;Fremgår af forskriften;20220604;20220610;20220610;20220610;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2022/821
B;Bekendtgørelse;Bekendtgørelse om Nibe- og Gjøl Bredning Vildtreservat;;Miljøministeriet;;Miljømin., j.nr. D 1100-0029;9302;1993;AL003056;B19930930205;Retsinformation;;Fremgår af forskriften;19930702;20141126;20141126;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1993/9302
B;Bekendtgørelse;Bekendtgørelse om Nakskov Vildtreservat;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nMiljøstyrelsen, j.nr. SVANA-600-00007;584;2017;CK000741;B20170058405;Lovtidende A;;Fremgår af forskriften;20170513;20170602;20170602;20170602;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2017/584
B;Bekendtgørelse;Bekendtgørelse om Holsteinborg Nor Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. NST-300-00052;1762;2015;CK000103;B20150176205;Lovtidende A;;Fremgår af forskriften;20151215;20151223;20151223;20151223;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2015/1762
B;Bekendtgørelse;Bekendtgørelse om eftersøgning og aflivning af nødstedt vildt;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, NST-300-00074;827;2016;CK000804;B20160082705;Lovtidende A;;Fremgår af forskriften;20160624;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/827
B;Bekendtgørelse;Bekendtgørelse om Mariager Fjord Vildtreservat;;Miljøministeriet;Skov- og Naturstyrelsen;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 4610-0003;9511;1996;AL003165;B19960951105;Retsinformation;;Fremgår af forskriften;19960126;20150430;20150430;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1996/9511
B;Bekendtgørelse;Bekendtgørelse om Rågø Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;937;2016;CK000791;B20160093705;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/937
B;Bekendtgørelse;Bekendtgørelse om Arreskov Sø Vildtreservat;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nMiljøstyrelsen, j.nr. SVANA-6350-00002;610;2017;CK000743;B20170061005;Lovtidende A;;Fremgår af forskriften;20170513;20170603;20170603;20170603;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2017/610
B;Bekendtgørelse;Bekendtgørelse om Hyllekrog Vildtreservat;;Miljøministeriet;Miljøstyrelsen;Miljø- og Fødevaremin.,\nMiljøstyrelsen, j.nr. SVANA-600-00006;585;2017;CK000742;B20170058505;Lovtidende A;;Fremgår af forskriften;20170513;20170602;20170602;20170602;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2017/585
B;Bekendtgørelse;Bekendtgørelse om Helleholm Vejle Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. NST-300-00051;1765;2015;CK000106;B20150176505;Lovtidende A;;Fremgår af forskriften;20151215;20151223;20151223;20151223;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2015/1765
B;Bekendtgørelse;Bekendtgørelse om Løgstør Bredning Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;859;2016;CK000792;B20160085905;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/859
B;Bekendtgørelse;Bekendtgørelse om vildtskader;Vildtskadebekendtgørelsen;Miljøministeriet;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2020-1684;1006;2020;CK002540;B20200100605;Lovtidende A;;Fremgår af forskriften;20200614;20200630;20200630;20200630;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2020/1006
B;Bekendtgørelse;Bekendtgørelse om Ebeltoft Vig Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;862;2016;CK000796;B20160086205;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/862
B;Bekendtgørelse;Bekendtgørelse om fredning af Agger Tange m.v.;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;860;2016;CK000793;B20160086005;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/860
B;Bekendtgørelse;Bekendtgørelse om Saltholm vildtreservat og fredning af dele af søterritoriet;;Miljøministeriet;Naturstyrelsen;Miljømin.,\nNaturstyrelsen, j.nr. NST-351-00042;684;2014;AL003006;B20140068405;Lovtidende A;;Fremgår af forskriften;20140620;20140625;20140625;20140625;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2014/684
B;Bekendtgørelse;Bekendtgørelse om Voerså-Stensnæs Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. NST-300-00053;1764;2015;CK000105;B20150176405;Lovtidende A;;Fremgår af forskriften;20151215;20151223;20151223;20151223;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2015/1764
B;Bekendtgørelse;Bekendtgørelse om henlæggelse af opgaver og beføjelser til Naturstyrelsen, herunder Kystdirektoratet;;Miljøministeriet;;Miljø- og Fødevaremin., j.nr. 18/03327;269;2020;CK002080;B20200026905;Lovtidende A;;Fremgår af forskriften;20200306;20200326;20200326;20200326;;FALSE;;;;;A20070078829,A20150153229,A20170012029,A20170108529,A20190026529,A20200070529,A20210198629,A20210197629;;;;https://www.retsinformation.dk/eli/lta/2020/269
B;Bekendtgørelse;Bekendtgørelse om fredning af farvandet omkring Agerø samt Skibsted Fjord;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;934;2016;CK000785;B20160093405;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/934
C;Cirkulæreskrivelse;Cirkulæreskrivelse om, at geværer og ammunition, der af forsvaret er stillet til disposition for skytteforeninger, ikke må anvendes til jagt (* 1);;Justitsministeriet;;Justitsmin. 3.kt. j.nr. 1960-13-38;11700;1960;CM017973;C19601170010;Retsinformation;;Fremgår af forskriften;19601207;19970925;20050211;;;FALSE;(* 1) Forskriften er optaget i samlingen af ministerielle skrivelser.;;;;A20210173629;;;;https://www.retsinformation.dk/eli/retsinfo/1960/11700
B;Bekendtgørelse;Bekendtgørelse om Endelave Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;858;2016;CK000790;B20160085805;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/858
B;Bekendtgørelse;Bekendtgørelse om Gyldensteen Strand Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljømin.,\nNaturstyrelsen, j.nr. NST-351-00073;1597;2013;AL002932;B20130159705;Lovtidende A;;Fremgår af forskriften;20131209;20131224;20131224;20131224;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2013/1597
B;Bekendtgørelse;Bekendtgørelse om Roskilde Fjord Vildtreservat;;Miljøministeriet;;Miljømin.,\nSkov- og Naturstyrelsen, j.nr. SNS-351-00100;90;2010;AL002131;B20100009005;Lovtidende A;;Fremgår af forskriften;20100104;20100130;20100130;20100130;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2010/90
B;Bekendtgørelse;Bekendtgørelse om fredning af visse dyre- og plantearter og pleje af tilskadekommet vildt;Artfredningsbekendtgørelsen;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2019-11434;521;2021;DD000051;B20210052105;Lovtidende A;;Fremgår af forskriften;20210325;20210327;20210327;20210327;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2021/521
B;Bekendtgørelse;Bekendtgørelse om Basnæs Nor Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. NST-300-00050;1763;2015;CK000104;B20150176305;Lovtidende A;;Fremgår af forskriften;20151215;20151223;20151223;20151223;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2015/1763
B;Bekendtgørelse;Bekendtgørelse om Odense Fjord Vildtreservat;;Miljøministeriet;Naturstyrelsen;Miljømin.,\nNaturstyrelsen, j.nr. NST 351-00024;407;2011;AL002422;B20110040705;Lovtidende A;;Fremgår af forskriften;20110412;20110507;20110507;20110507;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2011/407
B;Bekendtgørelse;Bekendtgørelse om Skarrehage Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;854;2016;CK000781;B20160085405;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/854
B;Bekendtgørelse;Bekendtgørelse om Amager vildtreservat samt fredning af dele af søterritoriet;;Miljøministeriet;Naturstyrelsen;Miljøministeriet,\nNaturstyrelsen, j.nr. NST-351-00053;545;2012;AL002641;B20120054505;Lovtidende A;;Fremgår af forskriften;20120520;20120616;20120616;20120616;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2012/545
A;Lov;Lov om knive og blankvåben m.v.;Knivloven;Justitsministeriet;;Justitsmin., j.nr. 2014-1924-0141;376;2016;AA009717;A20160037630;Lovtidende A;;Fremgår af forskriften;20160427;20160428;20160620;20160428;;FALSE;;;;;;LOV nr 329 af 30/03/2019,LOV nr 1832 af 08/12/2020;;;https://www.retsinformation.dk/eli/lta/2016/376
B;Bekendtgørelse;Bekendtgørelse om Haderslev Fjord Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;940;2016;CK000798;B20160094005;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/940
B;Bekendtgørelse;Bekendtgørelse om Vresen Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;857;2016;CK000788;B20160085705;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/857
B;Bekendtgørelse;Bekendtgørelse om Alleshave Bugt Vildtreservat;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;939;2016;CK000797;B20160093905;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2016/939
B;Bekendtgørelse;Bekendtgørelse om Sydfynske Ø-hav Vildtreservat;;Miljøministeriet;;Miljømin. j.nr. SNS-351-00082;169;2007;AL001600;B20070016905;Lovtidende A;;Fremgår af forskriften;20070115;20070306;20070706;20070306;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/2007/169
B;Bekendtgørelse;Bekendtgørelse om udpegning og administration af internationale naturbeskyttelsesområder samt beskyttelse af visse arter;Habitatbekendtgørelsen;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2021-817;2091;2021;DD000133;B20210209105;Lovtidende A;;Fremgår af forskriften;20211112;20211125;20211125;20211125;;FALSE;;;;;A20150158129,A20170000929,A20170011929,A20170012329,A20170012429,A20190026529,A20190031529,A20190052029,A20190121729,A20190116529,A20210198629,A20210197629,A20220010029,A20220060229;;;;https://www.retsinformation.dk/eli/lta/2021/2091
B;Bekendtgørelse;Bekendtgørelse om fredning og vildtreservat i Ringkøbing Fjord;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin., j.nr. SNS-100-00028;1678;2006;AL001486;B20060167805;Lovtidende A;;Fremgår af forskriften;20061120;20061230;20070706;20061230;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2006/1678
B;Bekendtgørelse;Bekendtgørelse om fredning og vildtreservat i Vadehavet;;Miljøministeriet;Miljøministeriet, Skov- og Naturstyrelsen;Miljømin., j.nr. SNS-100-00026;867;2007;AL001670;B20070086705;Lovtidende A;;Fremgår af forskriften;20070621;20070717;20070717;20070717;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2007/867
B;Bekendtgørelse;Bekendtgørelse om undtagelse af visse hunde fra båndpligt;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Justitsmin., j.nr. 2011-5401-0075;860;2011;AA006106;B20110086005;Lovtidende A;;Fremgår af forskriften;20110617;20110720;20110720;20110720;;FALSE;;;;;A20210032929;;;;https://www.retsinformation.dk/eli/lta/2011/860
B;Bekendtgørelse;Bekendtgørelse om Aså-Gerå Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 2001-351-0002;11997;2001;AL000708;B20011199705;Retsinformation;;Fremgår af forskriften;20010625;20010703;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/2001/11997
B;Bekendtgørelse;Bekendtgørelse om våben og ammunition mv.;;Justitsministeriet;;Justitsmin., j.nr. 2021-509-0261;2531;2021;AA012799;B20210253105;Lovtidende A;;Fremgår af forskriften;20211220;20211222;20211222;20211222;;FALSE;;;;;A20190026529,A20210173629;;;;https://www.retsinformation.dk/eli/lta/2021/2531
B;Bekendtgørelse;Bekendtgørelse om erhvervsmæssig konservering af visse dyrearter;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;843;2016;CK000769;B20160084305;Lovtidende A;;Fremgår af forskriften;20160627;20160629;20160629;20160629;;FALSE;;;;;A20190026529,A20210198629;BEK nr 443 af 10/04/2019;;;https://www.retsinformation.dk/eli/lta/2016/843
B;Bekendtgørelse;Bekendtgørelse om Tårs Vig Vildtreservat;;Miljøministeriet;;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 1996-353-0031;60408;1997;AL000628;B19976040805;Retsinformation;;Fremgår af forskriften;19970615;20010222;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1997/60408
B;Bekendtgørelse;Bekendtgørelse om Maribo vildtreservat;Maribo Reservat;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen, j.nr. SN 1996-353-0089;11332;2000;AL000492;B20001133205;Retsinformation;;Fremgår af forskriften;20000528;20000706;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/2000/11332
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin. j.nr. 123-0027;378;2009;AP000223;B20090037805;Lovtidende A;;Fremgår af forskriften;20090518;20090521;20090521;20090521;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2009/378
B;Bekendtgørelse;Bekendtgørelse om Hals-Egense Vildtreservat;;Miljøministeriet;;Miljø- og Energimin.,\nSkov- og Naturstyrelsen SN 353-0029;60407;1997;AL000627;B19976040705;Retsinformation;;Fremgår af forskriften;19970615;20010222;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1997/60407
B;Bekendtgørelse;Bekendtgørelse om Nexø Vildtreservat;Nexø Vildtreservat;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljøministeriet,\n j.nr.SN 2001-351-0041 ;9016;2003;AL000931;B20030901605;Retsinformation;;Fremgår af forskriften;20030124;20030210;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/2003/9016
B;Bekendtgørelse;Bekendtgørelse om Sødring Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen j.nr. SN 1996-353-0017;9528;1999;AL000197;B19990952805;Retsinformation;;Fremgår af forskriften;19990411;19990506;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1999/9528
B;Bekendtgørelse;Bekendtgørelse om Svendborg Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen j.nr. SN 1996-353-0072;11071;1999;AL000339;B19991107105;Retsinformation;;Fremgår af forskriften;19991115;20011112;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1999/11071
B;Bekendtgørelse;Bekendtgørelse om Hejlsminde Nor Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljømin.,\nSkov- og Naturstyrelsen, j.nr. SN 2001-351-0020;9561;2004;AL001158;B20040956105;Retsinformation;;Fremgår af forskriften;20040906;20041005;20070706;;;FALSE;t;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/2004/9561
B;Bekendtgørelse;Bekendtgørelse om udenretlig vedtagelse af konfiskation;;Justitsministeriet;;Justitsmin., j.nr. 2010-1110-0004;1297;2010;AA005784;B20100129705;Lovtidende A;;Fremgår af forskriften;20101118;20101130;20101130;20101130;;FALSE;;;;;A20210183529;BEK nr 964 af 20/08/2015,BEK nr 1012 af 27/06/2016;;;https://www.retsinformation.dk/eli/lta/2010/1297
B;Bekendtgørelse;Bekendtgørelse om fredning og vildtreservat i Stavns Fjord, på Bosserne og Lindholm samt tilgrænsende søterritorium;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen j.nr. 1996-353-0034;661;1999;AL000257;B19990066105;Lovtidende A;;Fremgår af forskriften;19990531;19990827;20070706;19990827;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/lta/1999/661
B;Bekendtgørelse;Bekendtgørelse om Fanefjord-Grønsund Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen j.nr. SN 1996-353-0091;10301;1999;AL000258;B19991030105;Retsinformation;;Fremgår af forskriften;19990628;19990817;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1999/10301
B;Bekendtgørelse;Bekendtgørelse om Dråby Vig Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 1996-353-0028;60016;1998;AL000015;B19986001605;Retsinformation;;Fremgår af forskriften;19980630;19980828;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1998/60016
B;Bekendtgørelse;Bekendtgørelse om Ribe Å Vildtreservat;Ribe Reservat;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen j.nr. SN 1996-353-0038;11352;2000;AL000498;B20001135205;Retsinformation;;Fremgår af forskriften;20000619;20000712;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/2000/11352
B;Bekendtgørelse;Bekendtgørelse om Skælskør Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. SN 4610-0018;14014;1995;CM041683;B19951401405;Retsinformation;;Fremgår af forskriften;19950626;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1995/14014
B;Bekendtgørelse;Bekendtgørelse om Vest Stadil Fjord Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;;60049;1998;AL000004;B19986004905;Retsinformation;;Fremgår af forskriften;19980727;19980911;20070706;;;FALSE;Bekendtgørelse uden nummer;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1998/60049
B;Bekendtgørelse;Bekendtgørelse om Aggersborggård Vildtreservat;Aggersborggård Reservat;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energiministeriet\nSkov- og Naturstyrelsen, j.nr. SN 1996-353-0084;11351;2000;AL000497;B20001135105;Retsinformation;;Fremgår af forskriften;20000516;20000712;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/2000/11351
B;Bekendtgørelse;Bekendtgørelse om Tissø Vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin. j.nr. 1996-353-0007;60015;1998;AL000001;B19986001505;Retsinformation;;Fremgår af forskriften;19980710;19980828;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1998/60015
