"","mpa","species.count","area","entropy","lat","mainentropy","subentropy","nthreat","nmainthreat","nsubthreat","nFisheriesthreat","pFisheriesthreat","PA_DEF","NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","GIS_M_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","MARINE","PARENT_ISO","CONS_OBJ","calc.area","smod.count","smod.city","smod.town","smod.semiDenseTown","smod.suburbs","smod.village","smod.rural","smod.uninhabited","smod.water","AIS.commercial","AIS.fishing","AIS.global","AIS.leisure","AIS.oilgas","AIS.passenger","cropland.2019","lon","cropland.2019.area.km2","fish.aesthetics.max","fish.aesthetics.mean","fish.aesthetics.sd","fish.aesthetics.count","trawlers_2012_2020","tuna_purse_seines_2012_2020","fishing_2012_2020","purse_seines_2012_2020","drifting_longlines_2012_2020","set_longlines_2012_2020","squid_jigger_2012_2020","set_gillnets_2012_2020","pots_and_traps_2012_2020","trollers_2012_2020","dredge_fishing_2012_2020","pole_and_line_2012_2020","other_seines_2012_2020","seiners_2012_2020","other_purse_seines_2012_2020","mpa.1","mpa.2","trawlers_2019","tuna_purse_seines_2019","fishing_2019","purse_seines_2019","drifting_longlines_2019","set_longlines_2019","squid_jigger_2019","set_gillnets_2019","pots_and_traps_2019","trollers_2019","dredge_fishing_2019","pole_and_line_2019","other_seines_2019","seiners_2019","other_purse_seines_2019","Flickr_userdays_2010_2019","Flickr_userdays_2019","Flickr_user_2010_2019","Flickr_photos_2010_2019","Flickr_photos_2019","total_N_effluent_2015","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","Flickr_user_2019","ISO3","SUB_LOC","region_name","OHI.score.2021.AO","OHI.score.2021.BD","OHI.score.2021.CP","OHI.score.2021.CS","OHI.score.2021.CW","OHI.score.2021.ECO","OHI.score.2021.FIS","OHI.score.2021.FP","OHI.score.2021.HAB","OHI.score.2021.ICO","OHI.score.2021.Index","OHI.score.2021.LE","OHI.score.2021.LIV","OHI.score.2021.LSP","OHI.score.2021.MAR","OHI.score.2021.NP","OHI.score.2021.SP","OHI.score.2021.SPP","OHI.score.2021.TR","OHI.trend.2021.AO","OHI.trend.2021.BD","OHI.trend.2021.CP","OHI.trend.2021.CS","OHI.trend.2021.CW","OHI.trend.2021.ECO","OHI.trend.2021.FIS","OHI.trend.2021.FP","OHI.trend.2021.HAB","OHI.trend.2021.ICO","OHI.trend.2021.LE","OHI.trend.2021.LIV","OHI.trend.2021.LSP","OHI.trend.2021.MAR","OHI.trend.2021.NP","OHI.trend.2021.SP","OHI.trend.2021.SPP","OHI.trend.2021.TR"
"1906","101597",113,25.8624373966023,4.66934804881659,49.6332895076278,2.68274331116459,3.92756976271948,46,11,30,50,0.442477876106195,"1","Bligh Island Marine Park","A - Park","A - Park","National","II",25.8624373966023,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",42779593.6629525,83,0,0,0,0,0,0,21,62,251402736,616903.5,253371584,1351927.75,0,2.04781293869019,0,-126.550840581438,0,1632,1370.93333333333,110.545056532662,15,9.47028905153275,0,10.5198028087616,0,0,0,0,0,0,7.6547908782959,0,0,0,0,21.9330114424229,"101597","101597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2053.86303710938,0,0,0,46.2003517150879,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1907","101635",176,6.03529201245057,4.59560168633702,49.8354289153771,2.55077808384773,3.79295387758062,48,11,30,75,0.426136363636364,"1","Catala Island Marine Park","A - Park","A - Park","National","II",6.03529201245057,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",9406833.95417622,26,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,-127.060085981217,0,1632,1370.93333333333,110.545056532662,15,0,0,2.92866277694702,0,0,0,0,0,0,3.9465522095561,0,0,0,0,0.396458387374878,"101635","101635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.797405302524567,0,0,0,0,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1908","101640",107,2.59705300362733,4.74824594761942,49.2203363956046,2.78952468789464,3.98698896367333,47,11,30,49,0.457943925233645,"1","Epper Passage Park","A - Park","A - Park","National","II",2.59705300362733,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",2727990.69747323,14,0,0,0,0,0,0,2,12,16294918,22.0851364135742,17683982,1389042.125,0,0,0,-125.950347657235,0,1632,1379.35714285714,109.608118132005,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101640","101640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,6084.06494140625,0,0,0,0,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1909","101645",116,13.6620652912095,4.6782412238775,50.8385897581081,2.68915488818926,3.87699885283146,45,11,29,51,0.439655172413793,"1","God'S Pocket Marine Park","A - Park","A - Park","National","II",13.6620652912095,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",16338705.2709771,43,0,0,0,0,0,0,22,21,525540032,26728.021484375,532216256,6649408.5,0,70.0733032226562,0,-127.557796477671,0,1632,1376.53846153846,113.554403543423,13,10.078227609396,0,43.7197182178497,0,0,0,0,0,217.209300518036,28.0560862775892,0,0,0,0,1.83385429158807,"101645","101645",0.074286088347435,0,36.6369934082031,0,0,0,0,0,151.240921020508,0.277943432331085,0,0,0,0,0,9,2,6,36,2,128224.1328125,0,0,0,62.5242080688477,0,0,2,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1910","101646",60,2.15949338943242,4.79851088641146,48.5407135434888,2.91698217122575,4.10809825554481,43,10,28,25,0.416666666666667,"1","Gowlland Tod Park","A - Park","A - Park","National","II",2.15949338943242,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",12774146.3941273,46,0,0,2,0,0,11,25,8,3576433.5,3.54653310775757,4322921,746483.875,0,0,170.938491821289,-123.514301362822,0.0874594422067281,1502,1364.18181818182,85.735428128421,11,0,0,0.244331896305084,0,0,0,0,0,0,0,0,0,0,0,11.2412509918213,"101646","101646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,60,741,10815,772,585084.3125,0,0,0,0,0,0,48,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1911","101651",73,2.4633584675455,4.75325270592656,49.5009368357414,2.83479697853617,4.08039555357381,45,10,29,34,0.465753424657534,"1","Jedediah Island Marine Park","A - Park","A - Park","National","II",2.4633584675455,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",3093498.0218502,20,0,0,0,0,0,2,10,8,36540496,126709.2578125,47931252,11263998,0,47.9760818481445,0,-124.205060723487,0,1502,1364.18181818182,85.735428128421,11,0,0,5.3558678496629,3.19379758834839,0,0,0,0,0,0,0,0,0,0,3.63012886047363,"101651","101651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6,0,7724.81884765625,7.01749515533447,0,0,0,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1912","101659",116,3.11714778497028,4.6782412238775,50.5438562253382,2.68915488818926,3.87699885283146,45,11,29,51,0.439655172413793,"1","Marble River Park","A - Park","A - Park","National","II",3.11714778497028,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",14194018.2623067,45,0,0,0,0,0,0,41,4,27592262,27.72607421875,31881788,4289498,0,0.667854607105255,0,-127.523742939759,0,1632,1376.53846153846,113.554403543423,13,0.542374074459076,0,4.80190312862396,0,0,0,0,0,0,1.94431348145008,0,0,0,0,0,"101659","101659",0,0,0,0,0,0,0,0,0,0.0710023194551468,0,0,0,0,0,3,1,3,7,3,36047.3984375,0,0,0,0,0,0,1,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1913","101669",136,7.72187938667323,4.66405280118616,49.4151169417537,2.68811079428109,3.86158094599461,48,11,30,62,0.455882352941176,"1","Sulphur Passage Park","A - Park","A - Park","National","II",7.72187938667323,"Not Reported",0,"Designated",1995,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",14767040.6225729,48,0,0,0,0,0,0,32,16,12557795,10.852162361145,12557806,0,0,0,0,-126.094211604158,0,1632,1370.93333333333,110.545056532662,15,2.03969550132751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101669","101669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1075.65026855469,0,0,0,46.6505813598633,0,0,1,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1914","101679",67,1.71132996266155,4.7602091093882,48.4955681723446,2.90086790796802,4.09645327131186,43,10,28,30,0.447761194029851,"1","Juan De Fuca Park","A - Park","A - Park","National","II",1.71132996266155,"Not Reported",0,"Designated",1996,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",15786924.5420815,101,0,0,0,0,0,0,61,40,190201.703125,3.21513938903809,190204.921875,0,0,0,0,-124.308816856083,0,1502,1364.18181818182,85.735428128421,11,0.0665358901023865,0,0.273470605170587,0,0,0.0434507615864277,0,0,0,0.0388030335307121,0,0,0,0,0,"101679","101679",0,0,0,0,0,0.0434507615864277,0,0,0,0,0,0,0,0,0,247,19,185,1221,106,4394.7099609375,0,0,0,0,0,0,13,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1915","101683",186,3.07933011719409,4.62955539237595,50.1074820068147,2.62994159195827,3.83215351164344,49,11,31,81,0.435483870967742,"1","Big Bunsby Marine Park","A - Park","A - Park","National","II",3.07933011719409,"Not Reported",0,"Designated",1996,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",3507129.32386472,20,0,0,0,0,0,0,6,14,838466.5625,23574.5234375,1635265.5,773224.375,0,0,0,-127.508491581173,0,1632,1370.93333333333,110.545056532662,15,0.00681412499397993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101683","101683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.520904541016,0,0,0,0,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1916","101688",73,0.278038601521911,4.69447122735563,50.050809317402,2.79788368356947,3.97798141163046,41,11,26,31,0.424657534246575,"1","Dixie Cove Marine Park","A - Park","A - Park","National","II",0.278038601521911,"Not Reported",0,"Designated",1996,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",1440069.09137255,10,0,0,0,0,0,0,2,8,2164529.25,0,2164529.25,0,0,0,0,-127.198680879362,0,1632,1376.53846153846,113.554403543423,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101688","101688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8743286132812,0,0,0,42.6735153198242,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1917","101705",113,14.5786974666023,4.66934804881659,49.8087786969228,2.68274331116459,3.92756976271948,46,11,30,50,0.442477876106195,"1","Nuchatlitz Park","A - Park","A - Park","National","II",14.5786974666023,"Not Reported",0,"Designated",1996,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",18510917.2104937,44,0,0,0,0,0,0,12,32,25884872,27.0083274841309,27828420,1943521.5,0,0,0,-126.972470122418,0,1632,1370.93333333333,110.545056532662,15,6.91832786798477,0,137.901490688324,0,0,0,0,0,0,15.7707734107971,0,0,0,0,10.7167799472809,"101705","101705",0,0,11.8422832489014,0,0,0,0,0,0,0,0,0,0,0,2.51574063301086,14,0,7,55,0,0.0027413300704211,0,0,0,0,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1918","101709",113,0.479529503910675,4.66934804881659,49.6109120900727,2.68274331116459,3.92756976271948,46,11,30,50,0.442477876106195,"1","Santa Gertrudis-Boca Del Infierno Park","A - Park","A - Park","National","III",0.479529503910675,"Not Reported",0,"Designated",1996,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",4380174.05048929,16,0,0,0,0,0,0,13,3,0,0.321360319852829,0.321360319852829,0,0,0,0,-126.627971438581,0,1632,1370.93333333333,110.545056532662,15,0,0,4.23608112335205,0,0,0,0,0,0,2.69688725471497,0,0.22953861951828,0,0,6.92995442450047,"101709","101709",0,0,0.379201471805573,0,0,0,0,0,0,0,0,0.22953861951828,0,0,0,1,0,1,4,0,28.948938369751,0,0,0,0,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1919","101713",47,2.49127025231905,4.62141261418198,50.2322377737074,2.75067747675449,3.88869316265825,35,9,22,18,0.382978723404255,"1","Surge Narrows Park","A - Park","A - Park","National","II",2.49127025231905,"Not Reported",0,"Designated",1996,"Sub-national ministry or agency","State","Government of British Columbia","https://bcparks.ca/","1","CAN","Not Applicable",4705072.55410868,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,-125.147335703297,0,1502,1364.18181818182,85.735428128421,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101713","101713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,0,19271.2890625,0,0,0,69.9768905639648,0,0,0,"CAN","CA-BC","Canada",50.85,83.74,95.46,73.24,89.07,100,46.29,34.36,88.15,55.76,68.6,87.11,74.22,27.5,1.1,83.49,41.63,79.33,47,-0.13,-0.02,0.01,-0.05,-0.08,0.02,-0.09,-0.03,-0.03,0.01,0.03,0.03,0.39,0.14,0.01,0.2,-0.01,0.01
"1920","101768",2186,0.049278023195544,4.76285420338584,25.165181003149,2.82733168954832,4.07315183965088,71,12,39,860,0.393412625800549,"1","Wazihwei","<U+81EA><U+7136><U+4FDD><U+7559><U+5340>","Nature Reserve","National","Ia",0.049278023195544,"Not Reported",0,"Designated",1994,"Federal or national ministry or agency","Not Reported","Forestry Bureau","Not Reported","1","CHN","Not Applicable",140948.415232351,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,57,121.418105920048,0.0398672108753996,1938,1486.4303599374,149.98607949511,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101768","101768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,7,231,1574,55,1081.5986328125,0.0141225885599852,0,0,0,0,0,7,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1921","101769",3375,2.30043573187164,4.6949995572366,24.4780763332806,2.80485217516336,4.02393790754005,70,12,38,1175,0.348148148148148,"1","Wushihbi Coastal","<U+81EA><U+7136><U+4FDD><U+7559><U+5340>","Nature Reserve","National","Ia",2.30043573187164,"Not Reported",0,"Designated",1994,"Federal or national ministry or agency","Not Reported","Forestry Bureau","Not Reported","1","CHN","Not Applicable",3552663.52909887,20,0,0,0,0,0,12,2,6,0,0,0,0,0,0,185.870758056641,121.839940062915,0.130725706708552,1966,1493.78030810449,149.890594464831,1493,0,0,0.658523865044117,0,0.58331908220498,5.32407198287547,0,3.26214472949505,0,0,0,0,0,0,0.02452288614586,"101769","101769",0,0,0.190933704376221,0,0.460261166095734,0.911689758300781,0,1.16898036003113,0,0,0,0,0,0,0,50,3,46,278,24,47547.0625,9.38165855407715,0,39.3562889099121,0,0,0,2,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1922","101775",3287,0.230256560577058,4.72260706831545,25.4831790889597,2.80367931374008,4.03451282702491,71,12,39,1166,0.354730757529662,"1","Mianhua and Huaping Islets Wildlife Refuge","<U+91CE><U+751F><U+52D5><U+7269><U+4FDD><U+8B77><U+5340>","Wildlife Refuge","National","IV",0.230256560577058,"Not Reported",0,"Designated",1996,"Federal or national ministry or agency","Not Reported","Forestry Bureau","Not Reported","2","CHN","Not Applicable",229742.27063934,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,122.100419796441,0,1947,1493.06978319783,149.616462912547,1476,0,0,2.20523501932621,0,5.02063572406769,23.63862766698,0,4.85152581334114,0.0333277601748705,0,0.0336747579276562,0,0,0,0,"101775","101775",0,0,1.46374833583832,0,0,18.623441696167,0,0.133085831999779,0.019436514005065,0,0,0,0,0,0,2,0,2,32,0,0.00589415756985545,0,0,0,0,0,0,0,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1923","101777",2799,2.83709786050973,4.70122284640534,23.0271761013353,2.83133079112625,4.04374900805489,71,12,39,1060,0.378706680957485,"1","Tainan City Sicao Wildlife Refuge","<U+91CE><U+751F><U+52D5><U+7269><U+4FDD><U+8B77><U+5340>","Wildlife Refuge","National","IV",2.83709786050973,"Not Reported",0,"Designated",1994,"Federal or national ministry or agency","Not Reported","Forestry Bureau","http://conservation.forest.gov.tw/public/Attachment/343013344171.pdf","1","CHN","Not Applicable",5438627.45001656,32,0,4,0,7,1,9,8,3,0,0,0,0,0,0,640.8173828125,120.136264749501,0.455747397005343,1966,1492.40795684423,149.737413404543,1483,0,0,0,0,0,0,0,0,0,0,0.00297627109102905,0,0,0,0,"101777","101777",0,0,0,0,0,0,0,0,0,0,0.00297627109102905,0,0,0,0,397,9,339,3221,38,82952.2109375,0,0,59.5812149047852,0,0,0,9,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1924","101778",2339,15.4995940112876,4.73665067362866,24.1839556722213,2.8313800365623,4.05908603832058,71,12,39,920,0.393330483112441,"1","Dadu River Mouth Wildlife Refuge","<U+91CE><U+751F><U+52D5><U+7269><U+4FDD><U+8B77><U+5340>","Wildlife Refuge","National","IV",15.4995940112876,"Not Reported",0,"Designated",1995,"Federal or national ministry or agency","Not Reported","Forestry Bureau","http://conservation.forest.gov.tw/public/Attachment/341211291271.pdf","1","CHN","Not Applicable",26761087.7233079,64,2,2,0,23,0,3,8,26,3.80405831336975,0,3.80405831336975,0,0,0,9939.3037109375,120.477413248339,7.00670698903906,1947,1489.55824175824,149.755354306729,1365,39.7463949918747,0,2.25233563780785,0,1.91597430594265,25.1805138587952,0,0,0,0,0,0,0,0,0.194169000256807,"101778","101778",2.66873407363892,0,0.230913013219833,0,1.15085995197296,19.4164028167725,0,0,0,0,0,0,0,0,0.189022108912468,93,10,68,577,49,475816160,0,0,0,0,0,0,3,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1925","101779",3016,3.05860081599188,4.70357843879124,23.3724624697138,2.82111681092317,4.03719268721867,71,12,39,1111,0.368368700265252,"1","Penghu County Wang-an Island Green Turtle Nesting Refuge","<U+91CE><U+751F><U+52D5><U+7269><U+4FDD><U+8B77><U+5340>","Wildlife Refuge","National","IV",3.05860081599188,"Not Reported",0,"Designated",1995,"Federal or national ministry or agency","Not Reported","Forestry Bureau","http://conservation.forest.gov.tw/public/Attachment/52511452671.pdf","1","CHN","Not Applicable",7558407.64414654,28,0,0,0,0,4,11,5,8,0,0,8.2322998046875,0,0,8.2322998046875,4280.6572265625,119.500868115891,3.03653735175629,1966,1491.49425287356,149.481385151687,1479,0,0,0,0,0,0,0,22.2362804412842,0,0,0,0,0,0,0.474408864974976,"101779","101779",0,0,0,0,0,0,0,7.94869804382324,0,0,0,0,0,0,0,172,2,99,3130,36,11134.666015625,223.28434753418,0,83.0179595947266,0,0,0,2,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1926","101780",3170,0.626905135917999,4.69872224141703,24.6175294373689,2.80106127305148,4.02405390883166,70,12,38,1133,0.357413249211356,"1","Wuweigang Waterbird Refuge","<U+91CE><U+751F><U+52D5><U+7269><U+4FDD><U+8B77><U+5340>","Wildlife Refuge","National","IV",0.626905135917999,"Not Reported",0,"Designated",1998,"Federal or national ministry or agency","Not Reported","Forestry Bureau","Not Reported","1","CHN","Not Applicable",1035720.09012611,11,0,1,0,5,0,2,1,2,0,0,0,0,0,0,1036.84948730469,121.855591438923,0.728421675421995,1947,1492.37987679671,149.381418973396,1461,0,0,15.1875196099281,0,1.56415665149689,18.7666722536087,0,2.17807385325432,0,0,0,0,0,0,0,"101780","101780",0,0,4.88371181488037,0,0.385335594415665,6.50003671646118,0,0.406920701265335,0,0,0,0,0,0,0,47,0,37,221,0,153610.796875,22.5615139007568,0,34.4592514038086,0,0,0,0,"TWN","CN-71","Taiwan",59.22,82.55,85.75,71.1,52.83,93.7,35.1,78.12,80.52,58.46,66.63,90.48,87.26,22.11,100,80.96,40.29,84.59,25.01,0.03,-0.02,-0.01,-0.02,0.02,0,-0.03,-0.01,-0.01,-0.01,0.44,0.89,0,0,-0.02,0,-0.02,0.06
"1927","101798",2617,53.0225788554834,4.69766505000519,-8.32750005811143,2.79313852898291,4.01339561709653,71,12,39,964,0.368360718379824,"1","Pulau Moyo","Taman Wisata Alam","Nature Recreation Park","National","V",53.0225788554834,"Part",0,"Designated",0,"Federal or national ministry or agency","State","Balai Konservasi Sumber Daya Alam Nusa Tenggara Barat","Not Reported","1","IDN","Not Applicable",66771162.5487363,155,0,0,0,0,0,1,41,113,14146797,0,18340128,4193325.5,0,6.60557746887207,1553.9521484375,117.499429831434,1.18818926516227,1966,1491.47807933194,149.469928221526,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101798","101798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,488,0,11306901,0,0,0,0,0,0,0,"IDN","ID-NB","Indonesia",92.4,83.14,81.17,68.93,57.31,98.46,40.98,27.28,83.68,57.97,64.74,70.42,42.39,58.55,4.35,73.71,58.26,82.61,34.8,-0.02,-0.02,-0.01,-0.03,-0.08,-0.01,-0.03,0.08,-0.02,-0.01,0.15,0.31,0.06,0.27,0.1,0.02,-0.02,0.03
