"","mpa","species.count","area","entropy","lat","mainentropy","subentropy","nthreat","nmainthreat","nsubthreat","nFisheriesthreat","pFisheriesthreat","PA_DEF","NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","GIS_M_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","MARINE","PARENT_ISO","CONS_OBJ","calc.area","smod.count","smod.city","smod.town","smod.semiDenseTown","smod.suburbs","smod.village","smod.rural","smod.uninhabited","smod.water","AIS.commercial","AIS.fishing","AIS.global","AIS.leisure","AIS.oilgas","AIS.passenger","cropland.2019","lon","cropland.2019.area.km2","fish.aesthetics.max","fish.aesthetics.mean","fish.aesthetics.sd","fish.aesthetics.count","trawlers_2012_2020","tuna_purse_seines_2012_2020","fishing_2012_2020","purse_seines_2012_2020","drifting_longlines_2012_2020","set_longlines_2012_2020","squid_jigger_2012_2020","set_gillnets_2012_2020","pots_and_traps_2012_2020","trollers_2012_2020","dredge_fishing_2012_2020","pole_and_line_2012_2020","other_seines_2012_2020","seiners_2012_2020","other_purse_seines_2012_2020","mpa.1","mpa.2","trawlers_2019","tuna_purse_seines_2019","fishing_2019","purse_seines_2019","drifting_longlines_2019","set_longlines_2019","squid_jigger_2019","set_gillnets_2019","pots_and_traps_2019","trollers_2019","dredge_fishing_2019","pole_and_line_2019","other_seines_2019","seiners_2019","other_purse_seines_2019","Flickr_userdays_2010_2019","Flickr_userdays_2019","Flickr_user_2010_2019","Flickr_photos_2010_2019","Flickr_photos_2019","total_N_effluent_2015","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","Flickr_user_2019","ISO3","SUB_LOC","region_name","OHI.score.2021.AO","OHI.score.2021.BD","OHI.score.2021.CP","OHI.score.2021.CS","OHI.score.2021.CW","OHI.score.2021.ECO","OHI.score.2021.FIS","OHI.score.2021.FP","OHI.score.2021.HAB","OHI.score.2021.ICO","OHI.score.2021.Index","OHI.score.2021.LE","OHI.score.2021.LIV","OHI.score.2021.LSP","OHI.score.2021.MAR","OHI.score.2021.NP","OHI.score.2021.SP","OHI.score.2021.SPP","OHI.score.2021.TR","OHI.trend.2021.AO","OHI.trend.2021.BD","OHI.trend.2021.CP","OHI.trend.2021.CS","OHI.trend.2021.CW","OHI.trend.2021.ECO","OHI.trend.2021.FIS","OHI.trend.2021.FP","OHI.trend.2021.HAB","OHI.trend.2021.ICO","OHI.trend.2021.LE","OHI.trend.2021.LIV","OHI.trend.2021.LSP","OHI.trend.2021.MAR","OHI.trend.2021.NP","OHI.trend.2021.SP","OHI.trend.2021.SPP","OHI.trend.2021.TR"
"16828","555719311",63,4036.05955931069,4.82648886495273,45.5919935039196,2.80913454363043,4.04288052464861,56,11,32,38,0.603174603174603,"1","Zernov Phyllophora Field Zakaznyk","Emerald Network","Emerald Network","Regional","Not Reported",4036.05955931069,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Ministry of Ecology and Natural Resources of Ukraine","Not Reported","2","UKR","Not Applicable",4028300288.09956,4356,0,0,0,0,0,0,0,4356,278151266304,10928690,278165258240,0,3062639,2186.28100585938,0,31.177831706418,0,1520,1354.15384615385,104.164810239868,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719311","555719311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16829","555719312",35,200.719986440216,5.07862583768359,45.7730264484303,2.86539914299941,4.11430240727514,53,11,30,19,0.542857142857143,"1","Tuzlovski Lymany National Nature Park","Emerald Network","Emerald Network","Regional","Not Reported",200.719986440216,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of theTuzlovski Lymany NNP","Not Reported","1","UKR","Not Applicable",276722640.553567,511,0,0,0,0,5,28,217,261,5365949,0,5365949,0,0,0,313285.75,29.9618078161537,168.864265359684,1484,1332.375,116.69121340407,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719312","555719312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,37903728,0,0,0,0,0,0,1,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16830","555719313",38,282.329662441733,5.19261147914306,46.2928813488353,3.00271512532177,4.24237948934113,54,11,31,18,0.473684210526316,"1","Dnistrovskyi Lyman","Emerald Network","Emerald Network","Regional","Not Reported",282.329662441733,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Ministry of Ecology and Natural Resources of Ukraine","Not Reported","1","UKR","Not Applicable",384992396.540602,642,13,0,31,2,21,52,216,307,1357847168,0,1357847168,0,0,3.58662557601929,118080.78125,30.2556685086088,63.0508778323498,1484,1333.4,103.193669056456,10,0.965799987316132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719313","555719313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,6,24,24,21352.2265625,0,0,0,0,0,0,6,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16831","555719320",39,128.753354135718,5.10333771665715,44.4310699605722,2.6823380401127,4.16665943067114,49,10,29,18,0.461538461538462,"1","Black Sea Dolphins","Emerald Network","Emerald Network","Regional","Not Reported",128.753354135718,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","State Ecological Inspection of Environmental Protection of North-Western region of the Black Sea;","Not Reported","2","UKR","Not Applicable",131262693.456981,199,0,1,1,17,0,14,6,160,11871766528,2324.0224609375,12056530944,184760960,0,320.100524902344,27.9160556793213,33.6113622330316,0.0154049487818834,1484,1314.66666666667,111.572846158911,9,1075.26830267906,0,476.905635029078,0,0,0,0,0.906087696552277,0,0,4.83326530456543,0,0,0,235.845196962357,"555719320","555719320",11.3077411651611,0,15.826075553894,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,6,6,30955246,0,0,0,0,0,0,1,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16832","555719322",35,212.420122415923,5.1596916253041,46.5781564498595,2.99846237670107,4.22977939393123,54,11,31,19,0.542857142857143,"1","Obytichna Kosa Ta Zatoka","Emerald Network","Emerald Network","Regional","Not Reported",212.420122415923,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Department of Environment and Natural Resources  of  Zaporizhya Oblast  State Administration","Not Reported","1","UKR","Not Applicable",253572113.374906,337,0,0,0,0,1,6,44,286,0,0,0,0,0,0,26722.2109375,36.2000764735517,14.1941956839192,1484,1335.75,109.978894079078,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719322","555719322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34056408,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16833","555719323",17,180.135742042535,5.06167780399068,45.639673160678,2.84789811888884,4.18092975290993,45,10,26,9,0.529411764705882,"1","Sasyk Lyman","Emerald Network","Emerald Network","Regional","Not Reported",180.135742042535,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State"," Department of Environment and Natural Resources  of Odesa Oblast","Not Reported","2","UKR","Not Applicable",189064309.807943,261,0,0,0,0,1,12,69,179,0,0,0,0,0,0,86295.8359375,29.6600110543812,46.625445035101,1477,1326.5,127.933576515315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719323","555719323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,13174.029296875,0,0,0,0,0,0,1,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16834","555719379",32,57.9749721981341,5.37540772384601,46.7251152879236,3.01695025048194,4.36504352649445,58,11,32,16,0.5,"1","Berezanskyi","Emerald Network","Emerald Network","Regional","Not Reported",57.9749721981341,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Mykolayiv regional state administration","Not Reported","1","UKR","Not Applicable",88001880.5574487,231,0,0,0,0,9,32,144,46,0,0,0.717042028903961,0,0,0.717042028903961,212566.140625,31.4956955053145,112.603635266056,1484,1331.22222222222,109.209406391778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719379","555719379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,97950.484375,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16835","555719386",39,1006.20949893862,5.28496158093518,46.0432128892232,3.01093638844039,4.29878172960783,58,11,32,21,0.538461538461538,"1","Zatoky","Emerald Network","Emerald Network","Regional","Not Reported",1006.20949893862,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Kherson regional state administration","Not Reported","2","UKR","Not Applicable",1048215350.00269,1391,0,5,4,5,9,33,213,1122,869293696,0,869293696,0,0,0,176139.515625,33.2479202066117,94.480015306916,1484,1331.22222222222,109.209406391778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719386","555719386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8,0,266718800,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16836","555719419",43,333.548717301345,5.28746748335171,46.534765673798,3.07903331370497,4.34723113487723,58,11,32,24,0.558139534883721,"1","Pryazovskyi National Nature Park","Emerald Network","Emerald Network","Regional","Not Reported",333.548717301345,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of the Pryazovskyi NNP","Not Reported","1","UKR","Not Applicable",776121154.883076,1653,9,0,26,27,14,158,626,793,353660256,0,353660256,0,0,0,886870.5,35.6647700565035,471.461114731774,1484,1326.22222222222,106.772863801831,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719419","555719419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,3,84,0,157352112,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16837","555719424",36,294.93645832162,5.36090169213846,46.5370381233435,3.0078731480091,4.34300723416961,58,11,32,17,0.472222222222222,"1","Biloberezhzhia Sviatoslava National Nature Park","Emerald Network","Emerald Network","Regional","Not Reported",294.93645832162,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of the NNP ""Biloberezhzhya Sviatoslav""","Not Reported","1","UKR","Not Applicable",351396109.010595,488,0,3,0,1,0,41,65,378,11764298752,0.905868291854858,11764299776,0,0,72.1911926269531,228.885696411133,31.5988165186795,0.121670739878177,1484,1333.4,103.193669056456,10,0,0,11.0517587661743,0,0,0,0,3.43330001831055,0,0,0,0,0,0,0,"555719424","555719424",0,0,11.0517587661743,0,0,0,0,3.43330001831055,0,0,0,0,0,0,0,2,2,1,2,2,52713096,0,0,0,0,0,0,1,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16838","555719439",74,95.5639648047782,5.22869654964579,44.9438673990302,2.96478463911713,4.32230783072149,65,11,37,41,0.554054054054054,"1","Crimean Nature Reserve","Emerald Network","Emerald Network","Regional","Not Reported",95.5639648047782,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of Krymskyi NR","Not Reported","1","UKR","Not Applicable",439349519.465586,656,0,2,0,4,0,16,496,138,27632272,0,27632272,0,0,0,43662.37890625,34.0653277801887,23.8818949445553,1520,1347.14285714286,106.254308251374,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719439","555719439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,64220220,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16839","555719442",57,5.46456686928924,5.098339996769,44.9319252992968,2.79358821380493,4.22505138394314,59,11,35,33,0.578947368421053,"1","Karadazkyi Nature Reserve","Emerald Network","Emerald Network","Regional","Not Reported",5.46456686928924,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of  Karadazkyi NR","Not Reported","1","UKR","Not Applicable",28336082.9242587,57,0,0,0,0,4,7,29,17,0,0,27.5694332122803,0,0,27.5694332122803,5014.0205078125,35.2234319994338,2.74307586391334,1484,1323.6,108.919134121502,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719442","555719442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1076998.125,0,0,0,0,0,0,2,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16840","555719451",37,873.503730466206,5.33618156225536,46.3038689341586,3.02295920349806,4.33654494257337,58,11,32,18,0.486486486486487,"1","Black Sea Biosphere Reserve","Emerald Network","Emerald Network","Regional","Not Reported",873.503730466206,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of Chornomorskyi BR","Not Reported","1","UKR","Not Applicable",1155545348.37955,1456,0,0,0,0,0,10,413,1033,1575168512,0,1575168512,0,0,4,55667.8359375,31.8759229803819,29.7186523062139,1484,1333.4,103.193669056456,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719451","555719451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,6903787.5,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16841","555719452",17,98.2392877524768,5.06167780399068,45.4321013633757,2.84789811888884,4.18092975290993,45,10,26,9,0.529411764705882,"1","Danube Biosphere Reserve","Emerald Network","Emerald Network","Regional","Not Reported",98.2392877524768,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of the Dunaiskyi BR","Not Reported","1","UKR","Not Applicable",500106760.11777,758,0,0,9,0,8,63,537,141,2785704960,0,2785704960,0,0,0,117548.9765625,29.6551658162511,63.7463147935165,1477,1326.5,127.933576515315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719452","555719452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,32,0,16682550272,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16842","555719456",42,1.00789795356661,5.37576770460569,45.4618126039557,2.9561983996541,4.40457208892363,60,11,35,23,0.547619047619048,"1","Kazantypskyi Nature Reserve","Emerald Network","Emerald Network","Regional","Not Reported",1.00789795356661,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of the Kazantypskyi NR","Not Reported","1","UKR","Not Applicable",4471624.24518502,23,0,0,3,0,0,3,10,7,17177046,0,17177046,0,0,0,97,35.8481814123799,0.0525749921326155,1520,1345.6,117.850375948111,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719456","555719456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,0,116916.7265625,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16843","555719473",36,77.2921319447352,5.19261147914306,46.3693773133393,3.00271512532177,4.24237948934113,54,11,31,18,0.5,"1","Lower Dniester National Nature Park","Emerald Network","Emerald Network","Regional","Not Reported",77.2921319447352,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of the Nyzhnodnistrovskyi NNP","Not Reported","1","UKR","Not Applicable",212902581.903513,353,0,0,7,0,12,20,193,121,5887996.5,0,5888000,0,0,3.30690336227417,48522.7578125,30.2247156662377,25.8731900421778,1484,1331.22222222222,109.209406391778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719473","555719473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16844","555719499",41,145.805867024857,5.32794416191017,47.0191001794596,3.05625887876795,4.35216084730625,58,11,32,23,0.560975609756098,"1","Meotyda","Emerald Network","Emerald Network","Regional","Not Reported",145.805867024857,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Administration of the Meotyda NNP","Not Reported","1","UKR","Not Applicable",220702696.623052,583,2,0,21,3,28,67,277,185,4410007,0,4410007,0,0,0,381500.375,37.6439269299892,200.989939526021,1484,1335.75,109.978894079078,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"555719499","555719499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,11,0,28450848,0,0,0,0,0,0,0,"UKR","Not Reported","Ukraine",32.8,83.09,61.88,61.88,73.26,100,37.14,37.14,78.15,84.01,59.9,80.85,61.71,57.93,0,87.79,70.97,88.02,9.33,0,-0.07,-0.38,-0.38,-0.1,0.05,-0.04,-0.04,-0.13,0.02,-0.48,-1,0,-1,0.01,0.01,-0.01,-0.06
"16845","555719501",131,0.075468946259132,4.83573146640737,62.2484719290624,2.6852634836839,3.9616218957678,61,10,35,61,0.465648854961832,"1","Muldalslia","Emerald Network","Emerald Network","Regional","Not Reported",0.075468946259132,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Not Reported","Not Reported","1","NOR","Not Applicable",628377.633024206,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7.4364663758246,0,1685,1405,123.087921274333,23,0,0,0,0,0,0,0,0.010709585621953,0,0,0,0,0,0,0,"555719501","555719501",0,0,0,0,0,0,0,0.010709585621953,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"16846","555719503",212,3.41008901927086,4.55984541542869,62.4123857135676,2.51797470123703,3.674066761966,59,10,34,94,0.443396226415094,"1","Solevågsfjellet","Emerald Network","Emerald Network","Regional","Not Reported",3.41008901927086,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Not Reported","Not Reported","2","NOR","Not Applicable",3402491.51432773,14,0,0,0,0,4,3,5,2,2404909,0,2413245.25,8334.859375,0,1.34766638278961,0,6.29466207850356,0,1685,1405,123.087921274333,23,0.120719440281391,0,7.53533477336168,0,0,0,0,1.9744068980217,0,0,0,0,0,0,1.73370160162449,"555719503","555719503",0,0,1.84770953655243,0,0,0,0,0.931601047515869,0,0,0,0,0,0,0.313680350780487,1,0,1,1,0,8189.75537109375,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"16847","555719505",128,27.7335176781111,4.82510376336372,65.2107743087646,2.69620421810338,3.95382360879831,60,10,35,61,0.4765625,"1","Horta","Emerald Network","Emerald Network","Regional","Not Reported",27.7335176781111,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Not Reported","Not Reported","1","NOR","Not Applicable",31387951.2843376,60,0,0,0,0,0,0,4,56,240128864,0,240128864,0,0,0,0,11.4319200098294,0,1685,1418.88235294118,131.878202498054,17,0,0,2096.79176586866,0,0,0,0,120.888734266162,0,0,349.923355102539,0,0,0,1.53299999237061,"555719505","555719505",0,0,0,0,0,0,0,0.0198264867067337,0,0,7.63000297546387,0,0,0,0,0,0,0,0,0,134.140548706055,0,0,0,93.9824600219727,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"16848","555719506",69,146.384192018784,4.97142514658405,70.1577541087337,2.88541569493312,4.05395186107875,54,10,30,33,0.478260869565217,"1","Nordkvaløya-Rebbenesøya","Emerald Network","Emerald Network","Regional","Not Reported",146.384192018784,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Not Reported","Not Reported","1","NOR","Not Applicable",284290594.251057,398,0,0,0,0,0,4,195,199,227563920,66.8390350341797,228897744,1333754.125,0,5,0,18.9630911727018,0,1685,1430.33333333333,136.341727532941,6,27.2426996231079,0,426.260725021362,9.77199995517731,0,169.19021949172,0,970.217309951782,0,0,0,9.14936697483063,0,3.08220076560974,536.709866523743,"555719506","555719506",0,0,32.642032623291,0,0,4.22598123550415,0,289.715911865234,0,0,0,7.55746698379517,0,0,10.2701587677002,14,0,2,14,0,117321.84375,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"16849","555719507",153,46.7769285461702,4.65796894560929,66.2319894416907,2.63060423679939,3.75402800209295,56,10,32,68,0.444444444444444,"1","Åsvær","Emerald Network","Emerald Network","Regional","Not Reported",46.7769285461702,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Not Reported","Not Reported","1","NOR","Not Applicable",65074923.4014048,102,0,0,0,0,0,0,15,87,1211909248,25.8394546508789,1212459904,550323.625,0,213.202499389648,0,12.2103956461424,0,1685,1404.38461538462,136.985119910606,13,0,0,62.9927109479904,0,0,0.768861219286919,0,386.023921489716,0.204311028122902,0,0,12.59411200881,0,0,0,"555719507","555719507",0,0,13.3021564483643,0,0,0.184194728732109,0,4.11340618133545,0,0,0,0.468725770711899,0,0,0,0,0,0,0,0,685.662536621094,0,0,0,1143.97595214844,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
"16850","555719508",69,16.7565318910914,4.97142514658405,70.1953662359529,2.88541569493312,4.05395186107875,54,10,30,33,0.478260869565217,"1","Måsvær","Emerald Network","Emerald Network","Regional","Not Reported",16.7565318910914,"Not Reported",0,"Designated",0,"Federal or national ministry or agency","State","Not Reported","Not Reported","1","NOR","Not Applicable",21124331.8491837,45,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,18.9927603479371,0,1685,1430.33333333333,136.341727532941,6,0,0,15.2808242589235,0,0,0.727317273616791,0,50.0250644350308,0,0,0,0,0,0,4.9957400560379,"555719508","555719508",0,0,0.209174379706383,0,0,0.727317273616791,0,42.2747001647949,0,0,0,0,0,0,1.30833351612091,0,0,0,0,0,6363.2880859375,0,0,0,0,0,0,0,"NOR","Not Reported","Norway",95.58,74.49,66.2,62.25,78.3,70.77,72.77,85.91,74.34,60.5,76.19,74.54,78.31,79.94,100,94.4,70.22,74.64,60.02,0,-0.05,0.09,-0.37,-0.03,-0.07,-0.01,0,-0.09,0.02,0.01,0.09,0.01,0,0,0.02,-0.02,-0.01
